serial_number,monthly_income,employment_status,existing_loans,credit_score,loan_purpose,loan_amount_requested,debt_to_income_ratio,repayment_history,defaulted
8176,130252,Retired,3,599,Medical,2739951,0.370733702210581,Good,0
8177,14501,Employed,7,650,Home Improvement,200883,0.2386434296351271,Poor,0
8178,154507,Retired,7,850,Home Improvement,3831768,0.2726682241028579,Good,1
8179,41335,Student,8,737,Medical,4119458,0.4090067733221574,Fair,1
8180,154347,Student,0,649,Home Improvement,2552665,0.56,Poor,0
8181,60306,Unemployed,1,831,Education,3889970,0.339109743251802,Good,1
8182,88571,Retired,6,342,Debt Consolidation,2416879,0.5449505842657265,Fair,0
8183,106651,Retired,0,538,Travel,4640512,0.2319445298512934,Poor,0
8184,172183,Self-employed,4,840,Medical,1144115,0.1308701540556001,Good,1
8185,181567,Employed,10,438,Debt Consolidation,3481983,0.2067546680465189,Good,1
8186,183110,Unemployed,8,530,Education,3497014,0.3799882409544425,Fair,1
8187,49851,Retired,7,379,Travel,4044152,0.2807047340156987,Poor,1
8188,177291,Self-employed,4,333,Home Improvement,3160053,0.4340260205440805,Poor,0
8189,185774,Employed,4,471,Business,4070123,0.5686473566574975,Poor,1
8190,66262,Unemployed,1,638,Education,3414796,0.116270471224414,Good,1
8191,42628,Unemployed,9,431,Business,2723980,0.6162248254394294,Poor,0
8192,160631,Retired,5,385,Debt Consolidation,2816699,0.62,Good,1
8193,18939,Unemployed,4,312,Medical,1504739,0.7737714616470879,Good,0
8194,103824,Self-employed,9,786,Travel,4249910,0.6963750091273432,Fair,0
8195,145798,Unemployed,9,373,Home Improvement,5233631,0.7831205559705527,Good,1
8196,137318,Student,8,657,Travel,4721933,0.338075687269209,Fair,0
8197,166882,Self-employed,4,495,Education,1161802,0.7413187200162287,Fair,0
8198,176635,Employed,7,480,Home Improvement,962491,0.6885617991300711,Poor,0
8199,87244,Employed,2,348,Business,3508323,0.7097607509287656,Fair,1
8200,174474,Retired,3,683,Business,3340344,0.1135684469690368,Poor,1
8201,73807,Retired,4,476,Car Loan,1947213,0.6110374296384875,Fair,1
8202,22127,Student,7,627,Travel,120188,0.4442923442413728,Good,1
8203,18140,Employed,2,788,Medical,4399211,0.3683996744073184,Poor,1
8204,139401,Employed,6,720,Business,2084387,0.2513537899831332,Good,0
8205,117565,Employed,8,731,Medical,1479262,0.1030112617496915,Poor,0
8206,190764,Employed,4,589,Car Loan,3152865,0.6567775120009226,Good,0
8207,112718,Unemployed,3,618,Education,4262991,0.3,Fair,1
8208,165340,Self-employed,9,555,Car Loan,2811252,0.4670594828241156,Poor,0
8209,89232,Self-employed,9,457,Medical,2802301,0.5134638321947957,Poor,0
8210,67090,Student,8,312,Business,3583899,0.186528550001176,Poor,0
8211,163182,Unemployed,4,552,Debt Consolidation,2894573,0.654176225924045,Fair,0
8212,146173,Employed,7,668,Medical,1365666,0.2607756429423484,Good,0
8213,169869,Employed,7,517,Home Improvement,1480531,0.2182601281595981,Fair,1
8214,72168,Retired,7,414,Debt Consolidation,1684249,0.5204031465901232,Fair,1
8215,33667,Retired,5,841,Travel,1327135,0.08,Fair,1
8216,89131,Student,4,589,Medical,4340431,0.17,Good,0
8217,99836,Employed,2,589,Home Improvement,3863446,0.3521061621004465,Fair,0
8218,58954,Student,5,820,Travel,2510161,0.4502496360453142,Poor,0
8219,174272,Unemployed,0,348,Car Loan,2389537,0.8495837867132995,Fair,1
8220,192789,Self-employed,1,576,Debt Consolidation,4460665,0.23,Good,0
8221,24032,Employed,1,424,Medical,4873746,0.3691222341030119,Poor,0
8222,27564,Unemployed,8,461,Education,4027389,0.375036638805458,Good,1
8223,130953,Employed,5,459,Car Loan,4126263,0.2843940768509289,Fair,1
8224,125169,Retired,3,600,Home Improvement,2668237,0.36,Good,0
8225,145830,Student,7,709,Education,3593660,0.28,Poor,0
8226,73960,Retired,7,674,Business,2877040,0.5628225533233289,Good,0
8227,116413,Self-employed,1,451,Car Loan,3519236,0.3812369996398835,Poor,0
8228,198071,Retired,0,473,Car Loan,4342168,0.7454598301812936,Poor,0
8229,65776,Employed,0,503,Medical,755265,0.5332604525565908,Fair,1
8230,19078,Retired,5,516,Medical,4014942,0.0719961980210031,Fair,1
8231,83670,Employed,1,735,Home Improvement,4885826,0.34,Poor,0
8232,124285,Self-employed,1,580,Car Loan,2013949,0.578261152371112,Good,1
8233,166293,Retired,8,313,Medical,582305,0.6219684922545579,Poor,0
8234,165758,Student,6,601,Business,2573347,0.5399386127360207,Fair,0
8235,68910,Student,6,479,Travel,2429422,0.5881325711458358,Good,1
8236,114794,Student,6,556,Travel,4032705,0.66,Poor,1
8237,163364,Retired,2,842,Travel,4344598,0.4929561952374159,Fair,1
8238,142281,Retired,6,555,Medical,4534020,0.1818051486099599,Poor,0
8239,66033,Retired,3,521,Car Loan,4748194,0.19,Poor,0
8240,108492,Employed,8,372,Travel,49350,0.430134535144875,Poor,0
8241,169422,Self-employed,3,548,Debt Consolidation,50999,0.62,Good,1
8242,24168,Student,0,785,Education,3021474,0.69,Fair,0
8243,166624,Employed,8,503,Car Loan,2725243,0.1816639459114959,Fair,1
8244,76709,Student,5,837,Business,2217220,0.16,Poor,0
8245,178267,Employed,6,676,Car Loan,3041222,0.5405355796113243,Poor,1
8246,181149,Retired,9,446,Business,4512845,0.3845383030532483,Poor,1
8247,141191,Student,0,639,Car Loan,1957832,0.5947736894095542,Good,1
8248,149005,Retired,2,730,Travel,3095981,0.5211302717193467,Fair,1
8249,54875,Student,2,565,Education,1750379,0.3991745699857872,Poor,0
8250,156260,Unemployed,4,585,Education,1165958,0.7495971175631382,Fair,0
8251,199786,Employed,9,792,Business,3429367,0.4277056587843245,Poor,0
8252,112756,Unemployed,1,827,Car Loan,1481163,0.2908634134727388,Fair,0
8253,80532,Employed,3,786,Education,3044975,0.0491703842833608,Poor,1
8254,22386,Self-employed,9,758,Home Improvement,2448269,0.3321128058894721,Good,1
8255,172795,Student,6,572,Car Loan,1721053,0.3,Poor,1
8256,52597,Self-employed,6,410,Education,3925368,0.2859443973038784,Poor,1
8257,174210,Self-employed,4,582,Debt Consolidation,3016709,0.63,Poor,0
8258,63511,Employed,6,850,Debt Consolidation,1306151,0.5084009945195929,Poor,0
8259,98093,Unemployed,7,513,Home Improvement,3529573,0.3689191698560724,Poor,1
8260,28003,Retired,8,764,Education,4112605,0.4736312961180026,Fair,0
8261,67008,Employed,7,756,Debt Consolidation,5139555,0.2264643157128151,Fair,1
8262,194349,Retired,7,379,Travel,1366441,0.3331859845569144,Good,1
8263,179877,Self-employed,9,811,Car Loan,3335657,0.4085842662114841,Poor,0
8264,135893,Retired,8,635,Medical,3093928,0.592604650122517,Fair,0
8265,61101,Unemployed,7,771,Education,2998918,0.72,Fair,1
8266,85568,Employed,3,629,Home Improvement,1128723,0.5232154697070419,Poor,1
8267,140500,Unemployed,1,810,Education,4810855,0.1745845653557101,Poor,1
8268,41593,Unemployed,1,680,Business,3825843,0.3430898602221655,Good,1
8269,33901,Employed,5,381,Business,906028,0.1042307189937665,Good,0
8270,15028,Unemployed,3,372,Debt Consolidation,2270814,0.22,Fair,1
8271,60945,Student,0,670,Business,4012958,0.684518700043887,Good,1
8272,145092,Student,9,806,Home Improvement,3268896,0.1298902950896529,Fair,0
8273,192731,Student,2,637,Debt Consolidation,168881,0.6375866116836385,Good,1
8274,187252,Retired,9,613,Home Improvement,3002071,0.4052193860557782,Poor,0
8275,49352,Unemployed,0,728,Car Loan,3179185,0.5524487142420297,Good,0
8276,137914,Employed,8,457,Home Improvement,1988477,0.110120497676718,Fair,1
8277,197710,Employed,7,612,Business,490270,0.6277181980347308,Good,0
8278,168527,Retired,0,802,Car Loan,1584932,0.4192077584692479,Fair,0
8279,149201,Employed,9,557,Business,780616,0.2069714575303312,Fair,0
8280,61936,Student,5,344,Home Improvement,4436125,0.77,Good,1
8281,118741,Unemployed,8,490,Business,2168845,0.2371349498113743,Good,0
8282,101613,Employed,2,540,Business,759942,0.2432095548971721,Fair,0
8283,54579,Employed,4,398,Business,198466,0.4123522977054948,Poor,0
8284,170580,Self-employed,4,637,Education,3331908,0.3794951071382435,Good,0
8285,101577,Self-employed,6,627,Car Loan,4183239,0.576650244728672,Fair,1
8286,180563,Self-employed,2,368,Car Loan,1951804,0.653399880461784,Poor,1
8287,175985,Unemployed,5,614,Travel,508205,0.661283546101587,Fair,0
8288,182499,Student,5,804,Car Loan,1062411,0.4582010113702915,Good,1
8289,58976,Student,3,553,Travel,446163,0.314013989008729,Fair,0
8290,40146,Student,1,619,Home Improvement,2341409,0.4141600123230728,Fair,0
8291,149308,Unemployed,5,593,Travel,1757910,0.12,Fair,0
8292,32771,Unemployed,3,827,Travel,320821,0.1045661773188934,Good,1
8293,46491,Self-employed,8,850,Medical,2582890,0.5342862537657515,Poor,1
8294,106176,Employed,9,300,Home Improvement,1862870,0.31,Poor,0
8295,75028,Retired,2,594,Car Loan,3056014,0.7442582841743188,Poor,0
8296,109216,Retired,9,373,Debt Consolidation,3763916,0.3459025839181676,Poor,0
8297,79872,Employed,5,807,Business,655372,0.2041258038357582,Good,0
8298,173691,Self-employed,1,699,Business,1125553,0.7520905652125278,Fair,0
8299,145487,Employed,5,403,Medical,2795069,0.1225619766620497,Poor,1
8300,189326,Employed,1,676,Debt Consolidation,262294,0.36,Poor,0
8301,29520,Retired,3,814,Education,4055898,0.2437605653041374,Good,0
8302,101345,Self-employed,0,546,Travel,4743043,0.2201598246208779,Fair,0
8303,72034,Unemployed,6,707,Home Improvement,548410,0.2508091580571321,Fair,0
8304,19506,Retired,8,537,Education,3616203,0.295251229965526,Poor,0
8305,120906,Unemployed,2,402,Debt Consolidation,789472,0.5349702320156986,Poor,0
8306,35346,Self-employed,4,463,Medical,2452191,0.2374175547518661,Fair,0
8307,18453,Employed,2,701,Debt Consolidation,4456449,0.4,Good,1
8308,177871,Student,3,567,Medical,2475493,0.655462220703499,Fair,1
8309,181782,Student,5,504,Education,1268302,0.15,Fair,1
8310,113896,Self-employed,6,300,Education,1010831,0.1072069364466728,Poor,1
8311,70637,Student,8,402,Debt Consolidation,3450793,0.1682989607553363,Good,0
8312,95417,Unemployed,7,349,Debt Consolidation,52842,0.4228710503977261,Good,0
8313,108972,Student,6,570,Travel,1541889,0.5852524575760281,Good,0
8314,151949,Self-employed,6,757,Business,515802,0.1015283607700263,Poor,1
8315,141997,Self-employed,7,666,Medical,187408,0.3823200049296893,Good,1
8316,125263,Unemployed,0,825,Business,4490861,0.7635654442074011,Good,0
8317,174682,Student,5,807,Home Improvement,984019,0.44,Poor,1
8318,124873,Student,8,450,Home Improvement,2366623,0.2326645465202839,Fair,0
8319,129504,Employed,0,820,Debt Consolidation,4262634,0.6195004160342295,Good,0
8320,160285,Retired,9,766,Education,65956,0.4385989504285938,Fair,1
8321,90614,Self-employed,0,452,Home Improvement,2613498,0.4088361472875471,Good,1
8322,91962,Employed,0,735,Home Improvement,201293,0.3604449132590273,Fair,1
8323,189035,Self-employed,9,403,Business,1710256,0.5851405259464817,Fair,1
8324,116595,Employed,5,638,Business,3849933,0.1834387560193016,Poor,1
8325,164634,Retired,8,515,Travel,374915,0.53,Poor,0
8326,118861,Employed,3,798,Travel,2634008,0.2786133248537842,Good,1
8327,144951,Self-employed,1,601,Home Improvement,3563090,0.21,Good,1
8328,117880,Student,2,638,Debt Consolidation,2143853,0.6200279382182767,Poor,0
8329,178511,Self-employed,4,384,Business,1431676,0.76717028290952,Good,0
8330,190915,Unemployed,2,324,Home Improvement,2114382,0.72,Good,0
8331,174007,Unemployed,2,705,Education,1312911,0.14,Poor,1
8332,177244,Unemployed,2,640,Business,2047338,0.4301599210781621,Fair,1
8333,139212,Unemployed,6,829,Home Improvement,2060761,0.519494825909474,Good,0
8334,59690,Retired,8,389,Travel,1021839,0.6967045096444181,Poor,0
8335,43549,Student,4,680,Medical,2491488,0.72,Good,0
8336,114360,Student,2,553,Business,2410090,0.7903604728249664,Good,0
8337,177679,Self-employed,0,391,Medical,4587325,0.5476180563314571,Poor,1
8338,182527,Employed,5,583,Business,3103417,0.68,Poor,0
8339,150136,Self-employed,9,728,Business,520882,0.5351046285946297,Good,0
8340,125008,Self-employed,1,673,Travel,2841139,0.7807636802256961,Good,1
8341,82159,Self-employed,5,300,Car Loan,1790948,0.630335971622045,Fair,1
8342,183671,Self-employed,1,342,Car Loan,4032213,0.1372545777019509,Fair,1
8343,148882,Student,9,423,Medical,3150888,0.3648571216533747,Poor,0
8344,167821,Employed,3,336,Debt Consolidation,3282931,0.2031840448195129,Good,0
8345,53718,Self-employed,8,333,Home Improvement,1389142,0.1360175739709652,Poor,1
8346,103432,Student,5,411,Debt Consolidation,3177231,0.4430698418032501,Poor,0
8347,170732,Self-employed,6,505,Debt Consolidation,3278198,0.25,Good,1
8348,69614,Unemployed,3,533,Car Loan,4940293,0.1914952287597004,Fair,0
8349,48806,Self-employed,1,330,Home Improvement,147336,0.3124763767522461,Poor,1
8350,44856,Self-employed,5,676,Car Loan,1964800,0.3012752337470608,Poor,0
8351,118973,Retired,2,488,Car Loan,4880263,0.150903292370412,Good,0
8352,52697,Unemployed,3,821,Travel,3175050,0.3143923939365178,Fair,0
8353,82627,Employed,10,842,Car Loan,4660167,0.1957052800270923,Fair,0
8354,68372,Self-employed,5,680,Education,1811616,0.4140813904481332,Good,1
8355,29258,Employed,8,369,Debt Consolidation,94020,0.5997362699157985,Poor,0
8356,196114,Unemployed,7,836,Travel,203019,0.48,Good,0
8357,174611,Self-employed,8,541,Travel,2751866,0.5959363372447076,Good,1
8358,207398,Retired,1,581,Debt Consolidation,246028,0.408874509799576,Fair,0
8359,126949,Student,0,350,Travel,700129,0.6618423535167295,Poor,0
8360,182072,Retired,8,818,Debt Consolidation,4340568,0.4592860428421774,Poor,1
8361,73666,Retired,2,658,Education,2773389,0.7798508219323179,Fair,0
8362,145692,Student,9,705,Business,657665,0.7825968703087529,Poor,0
8363,56139,Student,7,591,Travel,2977007,0.53,Poor,0
8364,139773,Student,0,625,Medical,4142447,0.3230081958401394,Good,1
8365,47706,Self-employed,3,820,Medical,564375,0.1074250095047533,Good,0
8366,183675,Employed,8,615,Education,4605553,0.1434418092933732,Good,0
8367,169356,Employed,6,516,Debt Consolidation,4380471,0.0832876331227289,Poor,0
8368,38863,Student,10,496,Medical,2532067,0.3765539016639921,Poor,0
8369,204289,Retired,7,458,Education,2075172,0.3213535042282129,Poor,1
8370,104787,Unemployed,2,613,Car Loan,3810597,0.55,Poor,1
8371,189016,Student,1,406,Home Improvement,1222648,0.23,Fair,1
8372,34822,Retired,6,747,Medical,168062,0.2399540581333711,Fair,1
8373,38101,Retired,6,508,Home Improvement,1143413,0.4321342089280256,Poor,1
8374,105926,Self-employed,2,841,Debt Consolidation,1775401,0.6953269996445546,Good,0
8375,109731,Self-employed,6,590,Medical,4515403,0.5387055804211497,Good,1
8376,81812,Employed,7,478,Education,4698028,0.4056071159455433,Fair,1
8377,113123,Employed,8,393,Business,4219949,0.4770202417547861,Fair,1
8378,180712,Unemployed,1,510,Medical,410812,0.3393450934883242,Poor,1
8379,121856,Unemployed,5,301,Medical,2009774,0.2865164731619032,Poor,0
8380,93749,Unemployed,3,368,Medical,339883,0.6022882021900151,Poor,1
8381,145702,Unemployed,3,327,Medical,4594570,0.0711087201509829,Poor,0
8382,97801,Retired,4,526,Education,3608488,0.1630590135770614,Poor,1
8383,189067,Retired,3,579,Education,953555,0.5343627701557347,Good,0
8384,15917,Employed,9,423,Business,3439804,0.23,Good,0
8385,47558,Self-employed,7,426,Education,53218,0.4262816587463677,Poor,0
8386,30316,Self-employed,0,485,Education,4593894,0.5102119606981219,Good,1
8387,19824,Student,8,552,Debt Consolidation,4782381,0.5230230795898543,Poor,1
8388,41201,Retired,4,728,Travel,1078517,0.38,Poor,0
8389,138709,Unemployed,3,608,Debt Consolidation,2213088,0.5132333634087785,Fair,1
8390,164644,Unemployed,5,504,Travel,597847,0.1575810769257931,Good,0
8391,122987,Student,8,476,Home Improvement,5192421,0.7417877537281783,Good,0
8392,171075,Self-employed,6,400,Business,1669179,0.52,Fair,1
8393,131889,Unemployed,3,562,Travel,4340255,0.6626227965898923,Good,0
8394,46556,Self-employed,0,674,Debt Consolidation,58724,0.53,Fair,0
8395,30540,Student,6,415,Business,2381016,0.57,Good,1
8396,92742,Self-employed,2,354,Business,4532059,0.198757296427505,Poor,1
8397,147997,Self-employed,6,587,Medical,2572638,0.51,Fair,0
8398,87880,Self-employed,4,382,Car Loan,4273998,0.5097901110858701,Poor,1
8399,182469,Unemployed,1,545,Car Loan,1328146,0.69,Poor,1
8400,131041,Employed,7,713,Car Loan,513673,0.18,Good,1
8401,159902,Retired,9,409,Business,1385104,0.6083168264301827,Fair,1
8402,82889,Self-employed,0,504,Medical,2015572,0.09,Poor,0
8403,80756,Self-employed,1,516,Home Improvement,1038418,0.09,Poor,0
8404,107872,Self-employed,2,627,Home Improvement,3840111,0.5394227947941618,Fair,1
8405,173500,Employed,2,493,Car Loan,1619009,0.2831500294667806,Good,1
8406,53648,Student,3,761,Home Improvement,545596,0.1136030018886138,Poor,0
8407,43385,Unemployed,1,343,Medical,152491,0.2737622340236459,Good,1
8408,56809,Employed,9,410,Car Loan,3428362,0.8300641970217745,Fair,1
8409,58286,Self-employed,0,629,Travel,4746270,0.3600051607726883,Good,0
8410,188280,Employed,7,443,Travel,2425565,0.1012604796906037,Fair,0
8411,54648,Employed,6,737,Medical,3971592,0.3498225381478541,Good,0
8412,184127,Employed,3,500,Home Improvement,3884420,0.5031954399411577,Good,0
8413,112239,Student,0,561,Car Loan,3945613,0.72,Poor,0
8414,167178,Retired,0,423,Travel,792568,0.7495347814075587,Good,0
8415,121963,Unemployed,1,390,Medical,598148,0.3950563714328347,Poor,0
8416,179815,Student,7,718,Education,4007598,0.2714393437592902,Fair,0
8417,148758,Student,1,453,Travel,4656749,0.5100683704404776,Fair,1
8418,51561,Retired,6,384,Education,1258470,0.7077137459805892,Poor,1
8419,119418,Student,7,359,Medical,2722737,0.1934907105961025,Good,0
8420,32239,Employed,7,686,Medical,58978,0.6875177514877915,Fair,1
8421,120586,Employed,3,410,Debt Consolidation,1104759,0.23,Fair,0
8422,65516,Self-employed,1,329,Travel,3224456,0.63,Fair,1
8423,82614,Student,0,593,Debt Consolidation,812901,0.5952112424637056,Poor,0
8424,80800,Self-employed,7,479,Business,3413040,0.581886224232808,Fair,0
8425,124242,Unemployed,0,791,Travel,3854779,0.3768420382370582,Fair,1
8426,165822,Employed,1,300,Car Loan,625810,0.1854991385889751,Fair,1
8427,29056,Unemployed,4,559,Business,4155458,0.3228548577572303,Fair,1
8428,158356,Retired,9,373,Business,4545330,0.7205639804833786,Poor,1
8429,26363,Employed,8,452,Home Improvement,1036320,0.2995642394907253,Poor,1
8430,43673,Unemployed,0,672,Education,4610580,0.5771080299923772,Good,1
8431,60790,Retired,6,363,Home Improvement,997129,0.5101291619646483,Fair,0
8432,71575,Unemployed,3,558,Car Loan,4865026,0.2080736806083377,Poor,0
8433,79724,Retired,7,598,Medical,4569075,0.1459179683384426,Good,0
8434,183713,Retired,9,430,Debt Consolidation,3708276,0.2197505150375592,Good,1
8435,145784,Employed,5,482,Car Loan,4119909,0.2682358818320551,Fair,1
8436,59585,Self-employed,5,483,Medical,1294795,0.2025630482735112,Good,1
8437,34516,Retired,6,614,Car Loan,3827230,0.6426232042343986,Poor,0
8438,82245,Retired,3,375,Medical,4918836,0.8442073696386669,Good,1
8439,167617,Employed,6,765,Travel,3259904,0.52,Good,0
8440,38994,Self-employed,2,598,Debt Consolidation,856074,0.1424730481183663,Poor,0
8441,44511,Student,9,611,Medical,1394819,0.72,Good,0
8442,155460,Student,0,326,Business,319538,0.5639581237932906,Good,1
8443,114739,Self-employed,1,318,Car Loan,1718862,0.1844449330977006,Good,0
8444,53225,Unemployed,3,524,Debt Consolidation,3455899,0.12,Good,0
8445,91493,Employed,4,850,Medical,3295001,0.5366484018172529,Fair,0
8446,140192,Self-employed,7,666,Business,182634,0.3421772498209784,Fair,1
8447,131136,Student,5,508,Business,1430464,0.66,Poor,0
8448,91386,Retired,1,703,Travel,2165553,0.544455870725773,Good,1
8449,177559,Student,0,364,Education,101728,0.2873415544712731,Poor,1
8450,140147,Retired,3,778,Business,4079343,0.6159782809562081,Fair,1
8451,172568,Employed,7,677,Home Improvement,1295502,0.7387881501613093,Good,0
8452,35132,Retired,4,756,Debt Consolidation,4217325,0.76,Good,0
8453,173727,Self-employed,0,408,Debt Consolidation,2820021,0.6045542952521373,Fair,0
8454,73215,Retired,5,451,Debt Consolidation,4592528,0.6857242143576189,Good,1
8455,95664,Unemployed,4,468,Medical,4989998,0.79,Good,0
8456,100777,Self-employed,6,463,Car Loan,208456,0.417550678568182,Fair,1
8457,79757,Employed,0,476,Medical,1655222,0.1223958768946525,Poor,1
8458,173882,Self-employed,7,555,Home Improvement,279917,0.7360983736644051,Poor,1
8459,114319,Unemployed,1,809,Car Loan,1304129,0.62,Good,0
8460,130336,Employed,2,551,Travel,1772002,0.3206503594401483,Fair,0
8461,51069,Student,8,362,Business,4231531,0.28,Poor,1
8462,127169,Unemployed,1,300,Medical,1298121,0.6249717314862678,Poor,1
8463,173236,Employed,1,508,Car Loan,2588231,0.7056956042969661,Good,1
8464,17005,Retired,3,322,Business,4015281,0.305513879079473,Poor,1
8465,114212,Self-employed,9,589,Car Loan,1372245,0.5193122823715259,Fair,0
8466,81897,Employed,5,820,Business,4959425,0.06,Poor,0
8467,127895,Self-employed,6,595,Car Loan,2677106,0.2042122027277971,Fair,1
8468,111651,Retired,7,403,Medical,4724113,0.14,Fair,1
8469,172529,Employed,3,850,Medical,4124509,0.2752168035157707,Good,1
8470,163528,Student,7,465,Home Improvement,2033128,0.2260457085291586,Poor,0
8471,154314,Unemployed,6,509,Travel,2354371,0.2355412523488314,Good,0
8472,27121,Employed,1,628,Travel,3078179,0.6191382802533699,Poor,0
8473,65281,Retired,8,320,Education,3583752,0.18,Good,0
8474,140428,Employed,5,658,Debt Consolidation,1877766,0.1943040921740286,Good,1
8475,170195,Self-employed,4,591,Medical,2742406,0.5686434542277014,Good,0
8476,118805,Employed,1,547,Medical,2793969,0.7865832238543875,Poor,1
8477,107320,Student,4,322,Business,1630515,0.42,Good,1
8478,187556,Employed,6,698,Education,1954718,0.0603889444742326,Fair,1
8479,95147,Unemployed,8,508,Travel,4416196,0.7676898526323374,Poor,0
8480,104613,Employed,1,316,Medical,1440167,0.1,Fair,0
8481,198937,Self-employed,9,362,Car Loan,2222174,0.6652541400828113,Good,1
8482,182082,Employed,4,782,Travel,4824914,0.4168446894930616,Good,1
8483,155032,Student,4,350,Education,3043900,0.2396737137126395,Fair,1
8484,117489,Retired,1,342,Debt Consolidation,3971039,0.08,Good,0
8485,84639,Employed,2,731,Car Loan,2369217,0.66,Poor,0
8486,97880,Employed,8,518,Business,4307590,0.7570242933935665,Fair,0
8487,33905,Unemployed,5,399,Home Improvement,816655,0.1022932679874643,Poor,0
8488,42373,Student,5,526,Car Loan,2383522,0.6731332779421427,Poor,1
8489,126096,Retired,9,621,Travel,822978,0.7159027352946149,Poor,0
8490,115985,Self-employed,1,316,Debt Consolidation,1132938,0.6310908684858253,Good,1
8491,195388,Employed,0,648,Car Loan,1360733,0.53,Good,1
8492,69253,Retired,3,715,Education,4630038,0.29,Fair,0
8493,185738,Self-employed,0,695,Education,4641386,0.1,Fair,1
8494,93279,Student,4,812,Debt Consolidation,4367107,0.47,Poor,0
8495,54194,Student,0,667,Travel,4140842,0.67,Good,1
8496,131748,Retired,1,775,Education,728760,0.35,Good,1
8497,135717,Self-employed,8,811,Car Loan,1765399,0.7095887447157602,Good,0
8498,126729,Student,8,567,Home Improvement,1322276,0.5622422499975465,Fair,0
8499,142667,Retired,2,538,Car Loan,181468,0.4594217037068202,Good,1
8500,188943,Student,3,577,Home Improvement,4959213,0.1179428342018146,Poor,1
8501,85018,Student,4,705,Education,4820990,0.2698694064794156,Poor,0
8502,106198,Student,9,533,Car Loan,1026155,0.58,Poor,1
8503,165322,Unemployed,1,451,Education,2771756,0.5794646690101605,Good,1
8504,21179,Self-employed,8,446,Travel,134737,0.1469041656621241,Poor,1
8505,98680,Retired,2,823,Home Improvement,2620823,0.2117121267600001,Poor,0
8506,35618,Retired,7,512,Travel,637715,0.45,Fair,1
8507,75091,Self-employed,2,607,Education,4000199,0.67,Fair,1
8508,150999,Self-employed,1,785,Medical,3251145,0.4076920983622111,Good,0
8509,95015,Self-employed,6,392,Business,202364,0.7457983322065028,Good,0
8510,142986,Self-employed,9,424,Car Loan,3047495,0.1491628200971554,Good,1
8511,189073,Employed,9,439,Medical,4199247,0.37,Good,1
8512,140540,Retired,0,363,Travel,2711357,0.5445468014508289,Good,1
8513,55390,Employed,2,664,Education,536708,0.45,Fair,1
8514,50771,Student,0,369,Education,1639625,0.35,Fair,1
8515,118832,Student,8,602,Business,4962470,0.6705595961951347,Fair,1
8516,89076,Retired,4,834,Education,4611105,0.4571237246633406,Poor,0
8517,116505,Student,3,336,Business,1727733,0.16,Poor,1
8518,70753,Self-employed,9,587,Car Loan,2522719,0.6279408520922795,Fair,1
8519,177010,Employed,0,319,Home Improvement,1627089,0.1806378664287471,Fair,1
8520,164667,Self-employed,4,325,Business,2128512,0.71,Good,0
8521,143596,Student,3,745,Business,2577308,0.6209697138912676,Fair,1
8522,28569,Employed,0,692,Medical,2578522,0.68,Good,0
8523,104515,Self-employed,1,469,Education,3093977,0.5126246956800135,Fair,0
8524,157215,Retired,3,571,Car Loan,4724607,0.1690626993338551,Good,1
8525,172495,Self-employed,8,322,Home Improvement,1834199,0.5907319125130681,Fair,0
8526,174789,Student,2,617,Debt Consolidation,111129,0.1749632834189023,Good,1
8527,32391,Employed,0,748,Travel,3501162,0.7755487601261521,Poor,1
8528,35960,Retired,6,530,Business,617090,0.5081175237545673,Poor,0
8529,154159,Employed,3,558,Debt Consolidation,2115727,0.3938498665212293,Good,0
8530,143727,Retired,2,740,Education,1436036,0.35,Good,0
8531,126785,Employed,8,794,Travel,2982389,0.46,Poor,0
8532,117478,Student,8,457,Business,4054993,0.2286257176828283,Fair,1
8533,142815,Retired,5,580,Debt Consolidation,1349023,0.4201396000312668,Good,1
8534,141742,Unemployed,9,766,Medical,2305374,0.0591799947513658,Fair,1
8535,59473,Employed,6,577,Debt Consolidation,3779943,0.4127957613646595,Poor,1
8536,21159,Employed,7,738,Travel,3277712,0.6993710592634925,Poor,0
8537,64169,Self-employed,10,630,Medical,4581004,0.0733546390153311,Good,1
8538,125662,Retired,7,724,Travel,562183,0.667125976585206,Fair,1
8539,91897,Unemployed,8,768,Home Improvement,3813394,0.1998275574215752,Poor,1
8540,179367,Student,2,698,Education,3772550,0.7656957213993579,Fair,0
8541,40006,Self-employed,8,497,Car Loan,4942934,0.786803327518031,Poor,0
8542,149345,Unemployed,6,467,Debt Consolidation,3129520,0.4,Good,1
8543,88823,Retired,0,796,Business,197195,0.3050299794481845,Fair,1
8544,172451,Unemployed,3,433,Travel,2783554,0.543346142843485,Fair,1
8545,93610,Employed,0,622,Travel,4350574,0.71,Good,0
8546,31137,Employed,7,536,Education,4888341,0.4661383592700727,Good,0
8547,37200,Self-employed,3,630,Debt Consolidation,5094543,0.3610105538071564,Good,1
8548,62504,Retired,0,669,Business,4813899,0.3464932336677328,Good,0
8549,26584,Retired,1,490,Business,4914547,0.2085121849958409,Poor,0
8550,89601,Unemployed,8,757,Travel,3351115,0.74,Fair,1
8551,198465,Self-employed,7,479,Car Loan,2054196,0.31,Poor,1
8552,34532,Retired,6,401,Travel,3870594,0.5163811604374967,Good,0
8553,185588,Employed,8,359,Car Loan,1607391,0.08,Poor,1
